STATE/UT,YEAR,CAUSE,CASES,January,February,March,April,May,June,July,August,September,October,November,December
MIZORAM,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,Total,52,4,4,4,4,3,5,10,7,3,2,4,2
MIZORAM,2008,Road Accidents,87,6,7,8,7,6,9,8,5,5,6,12,8
MIZORAM,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,Total,87,6,7,8,7,6,9,8,5,5,6,12,8
MIZORAM,2009,Road Accidents,71,8,4,6,1,3,8,7,7,7,5,8,7
MIZORAM,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2009,Total,71,8,4,6,1,3,8,7,7,7,5,8,7
MIZORAM,2010,Road Accidents,125,14,18,20,8,13,9,6,6,9,6,8,8
MIZORAM,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,Total,125,14,18,20,8,13,9,6,6,9,6,8,8
MIZORAM,2011,Road Accidents,97,8,5,14,3,13,3,9,4,5,8,10,15
MIZORAM,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2011,Total,97,8,5,14,3,13,3,9,4,5,8,10,15
MIZORAM,2012,Road Accidents,110,7,10,7,6,8,2,20,4,12,13,6,15
MIZORAM,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2012,Total,110,7,10,7,6,8,2,20,4,12,13,6,15
NAGALAND,2001,Road Accidents,60,4,5,7,9,6,8,5,2,4,3,1,6
NAGALAND,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2001,Other Railway Accidents,4,0,0,0,0,1,1,1,1,0,0,0,0
NAGALAND,2001,Total,64,4,5,7,9,7,9,6,3,4,3,1,6
NAGALAND,2002,Road Accidents,34,5,1,1,3,3,4,2,1,3,2,2,7
NAGALAND,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2002,Other Railway Accidents,6,1,0,0,1,1,1,1,0,1,0,0,0
NAGALAND,2002,Total,40,6,1,1,4,4,5,3,1,4,2,2,7
NAGALAND,2003,Road Accidents,56,4,8,4,8,5,4,5,3,2,4,5,4
NAGALAND,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2003,Other Railway Accidents,5,0,0,0,0,0,1,0,2,1,0,1,0
NAGALAND,2003,Total,61,4,8,4,8,5,5,5,5,3,4,6,4
NAGALAND,2004,Road Accidents,68,7,8,5,7,0,3,12,6,3,7,6,4
NAGALAND,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2004,Other Railway Accidents,1,0,0,0,0,1,0,0,0,0,0,0,0
NAGALAND,2004,Total,69,7,8,5,7,1,3,12,6,3,7,6,4
NAGALAND,2005,Road Accidents,53,1,8,5,4,0,8,4,5,3,10,2,3
NAGALAND,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2005,Total,53,1,8,5,4,0,8,4,5,3,10,2,3
NAGALAND,2006,Road Accidents,77,7,6,8,7,6,9,6,6,5,5,4,8
NAGALAND,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2006,Total,77,7,6,8,7,6,9,6,6,5,5,4,8
NAGALAND,2007,Road Accidents,75,7,7,10,7,7,4,6,6,1,8,3,9
NAGALAND,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2007,Total,75,7,7,10,7,7,4,6,6,1,8,3,9
NAGALAND,2008,Road Accidents,126,8,10,12,8,10,13,16,3,10,10,12,14
NAGALAND,2008,Rail-Road Accidents,2,0,0,0,0,2,0,0,0,0,0,0,0
NAGALAND,2008,Other Railway Accidents,10,0,0,4,0,0,0,0,4,0,2,0,0
NAGALAND,2008,Total,138,8,10,16,8,12,13,16,7,10,12,12,14
NAGALAND,2009,Road Accidents,47,3,4,3,1,5,6,8,4,1,7,1,4
NAGALAND,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2009,Total,47,3,4,3,1,5,6,8,4,1,7,1,4
NAGALAND,2010,Road Accidents,44,10,10,2,1,2,6,1,5,2,3,1,1
NAGALAND,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2010,Total,44,10,10,2,1,2,6,1,5,2,3,1,1
NAGALAND,2011,Road Accidents,32,3,3,7,3,4,2,1,0,2,4,2,1
NAGALAND,2011,Rail-Road Accidents,3,0,0,0,0,2,0,0,0,0,0,0,1
NAGALAND,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2011,Total,35,3,3,7,3,6,2,1,0,2,4,2,2
NAGALAND,2012,Road Accidents,42,5,4,4,4,4,4,1,1,3,3,5,4
NAGALAND,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2012,Total,42,5,4,4,4,4,4,1,1,3,3,5,4
ODISHA,2001,Road Accidents,6406,573,546,575,593,631,528,449,460,502,486,555,508
ODISHA,2001,Rail-Road Accidents,6,0,1,0,0,2,0,0,1,0,0,1,1
ODISHA,2001,Other Railway Accidents,339,25,26,23,26,44,38,29,32,19,20,34,23
ODISHA,2001,Total,6751,598,573,598,619,677,566,478,493,521,506,590,532
ODISHA,2002,Road Accidents,6850,563,520,643,595,656,592,559,495,518,568,554,587
ODISHA,2002,Rail-Road Accidents,6,0,1,1,0,0,0,1,0,1,0,1,1
ODISHA,2002,Other Railway Accidents,341,31,22,30,27,28,37,31,26,27,19,29,34
ODISHA,2002,Total,7197,594,543,674,622,684,629,591,521,546,587,584,622
ODISHA,2003,Road Accidents,6675,558,583,594,573,619,567,566,493,500,510,530,582
ODISHA,2003,Rail-Road Accidents,4,1,0,0,1,0,0,2,0,0,0,0,0
ODISHA,2003,Other Railway Accidents,407,31,30,38,28,36,27,41,37,23,47,34,35
ODISHA,2003,Total,7086,590,613,632,602,655,594,609,530,523,557,564,617
ODISHA,2004,Road Accidents,7278,649,611,684,578,636,624,548,476,577,579,627,689
ODISHA,2004,Rail-Road Accidents,1,0,0,0,1,0,0,0,0,0,0,0,0
ODISHA,2004,Other Railway Accidents,384,27,26,29,22,34,47,31,40,20,45,32,31
ODISHA,2004,Total,7663,676,637,713,601,670,671,579,516,597,624,659,720
ODISHA,2005,Road Accidents,7593,670,684,684,679,820,594,609,544,546,538,633,592
ODISHA,2005,Rail-Road Accidents,3,0,0,0,0,0,1,0,2,0,0,0,0
ODISHA,2005,Other Railway Accidents,452,37,49,44,54,37,32,32,27,48,33,28,31
ODISHA,2005,Total,8048,707,733,728,733,857,627,641,573,594,571,661,623
ODISHA,2006,Road Accidents,7729,831,614,702,651,700,651,599,522,533,534,600,792
ODISHA,2006,Rail-Road Accidents,166,25,16,17,9,18,14,11,3,12,13,15,13
ODISHA,2006,Other Railway Accidents,341,22,24,25,20,22,22,26,28,31,35,44,42
ODISHA,2006,Total,8236,878,654,744,680,740,687,636,553,576,582,659,847
ODISHA,2007,Road Accidents,8214,835,573,722,719,720,638,671,573,569,696,719,779
ODISHA,2007,Rail-Road Accidents,153,4,0,6,20,1,30,12,39,8,13,9,11
ODISHA,2007,Other Railway Accidents,295,42,23,18,15,20,27,24,20,23,29,23,31
ODISHA,2007,Total,8662,881,596,746,754,741,695,707,632,600,738,751,821
ODISHA,2008,Road Accidents,8184,752,716,771,794,784,651,644,570,577,600,598,727
ODISHA,2008,Rail-Road Accidents,399,38,25,35,20,39,24,36,32,36,30,40,44
ODISHA,2008,Other Railway Accidents,25,2,0,2,3,5,2,4,1,2,0,2,2
ODISHA,2008,Total,8608,792,741,808,817,828,677,684,603,615,630,640,773
ODISHA,2009,Road Accidents,8892,767,756,745,740,776,846,582,675,685,702,763,855
ODISHA,2009,Rail-Road Accidents,150,7,0,13,15,8,15,12,9,11,29,14,17
ODISHA,2009,Other Railway Accidents,285,25,25,32,28,28,19,23,19,26,24,15,21
ODISHA,2009,Total,9327,799,781,790,783,812,880,617,703,722,755,792,893
ODISHA,2010,Road Accidents,9413,860,804,827,729,886,816,728,719,698,745,778,823
ODISHA,2010,Rail-Road Accidents,292,19,17,38,21,22,32,10,33,35,35,13,17
ODISHA,2010,Other Railway Accidents,36,4,3,5,1,4,4,1,3,3,5,1,2
ODISHA,2010,Total,9741,883,824,870,751,912,852,739,755,736,785,792,842
ODISHA,2011,Road Accidents,9398,841,807,890,779,932,825,763,711,547,710,736,857
ODISHA,2011,Rail-Road Accidents,218,22,18,26,16,16,15,18,16,18,16,7,30
ODISHA,2011,Other Railway Accidents,200,13,11,21,7,6,22,15,14,21,25,17,28
ODISHA,2011,Total,9816,876,836,937,802,954,862,796,741,586,751,760,915
ODISHA,2012,Road Accidents,9285,811,745,839,781,818,786,756,671,665,727,755,931
ODISHA,2012,Rail-Road Accidents,404,21,33,34,37,37,35,30,49,32,32,32,32
ODISHA,2012,Other Railway Accidents,42,5,3,2,3,3,2,6,4,5,1,5,3
ODISHA,2012,Total,9731,837,781,875,821,858,823,792,724,702,760,792,966
PUNJAB,2001,Road Accidents,1808,130,160,162,159,154,135,146,144,135,165,156,162
PUNJAB,2001,Rail-Road Accidents,30,0,3,2,4,1,4,1,9,0,0,1,5
PUNJAB,2001,Other Railway Accidents,572,40,44,46,38,49,62,64,50,45,40,52,42
PUNJAB,2001,Total,2410,170,207,210,201,204,201,211,203,180,205,209,209
PUNJAB,2002,Road Accidents,1508,130,128,122,115,110,130,138,123,134,118,133,127
PUNJAB,2002,Rail-Road Accidents,17,1,0,2,3,0,1,2,1,0,4,0,3
PUNJAB,2002,Other Railway Accidents,371,35,37,32,36,29,34,23,29,36,28,25,27
PUNJAB,2002,Total,1896,166,165,156,154,139,165,163,153,170,150,158,157
PUNJAB,2003,Road Accidents,1603,101,85,107,124,135,142,149,152,147,167,151,143
PUNJAB,2003,Rail-Road Accidents,12,0,0,1,4,1,0,1,0,2,1,2,0
PUNJAB,2003,Other Railway Accidents,701,45,57,62,55,58,50,56,69,76,62,58,53
PUNJAB,2003,Total,2316,146,142,170,183,194,192,206,221,225,230,211,196
PUNJAB,2004,Road Accidents,2036,167,181,163,162,160,163,166,160,195,188,170,161
PUNJAB,2004,Rail-Road Accidents,16,0,4,2,1,1,1,0,0,0,1,4,2
PUNJAB,2004,Other Railway Accidents,682,42,53,56,63,63,64,73,54,70,46,55,43
PUNJAB,2004,Total,2734,209,238,221,226,224,228,239,214,265,235,229,206
PUNJAB,2005,Road Accidents,2152,115,196,175,159,167,157,243,151,181,178,210,220
PUNJAB,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,2005,Other Railway Accidents,20,7,1,2,0,2,0,3,1,1,1,1,1
PUNJAB,2005,Total,2172,122,197,177,159,169,157,246,152,182,179,211,221
PUNJAB,2006,Road Accidents,2251,185,182,165,163,182,200,173,187,207,211,187,209
PUNJAB,2006,Rail-Road Accidents,14,2,1,2,0,1,4,0,2,0,1,1,0
PUNJAB,2006,Other Railway Accidents,780,50,52,62,68,73,64,65,86,68,82,60,50
PUNJAB,2006,Total,3045,237,235,229,231,256,268,238,275,275,294,248,259
PUNJAB,2007,Road Accidents,2391,211,179,192,180,187,190,183,203,232,213,214,207
PUNJAB,2007,Rail-Road Accidents,21,2,2,5,0,2,1,0,2,1,4,1,1
PUNJAB,2007,Other Railway Accidents,686,53,40,42,67,61,53,59,64,81,55,61,50
PUNJAB,2007,Total,3098,266,221,239,247,250,244,242,269,314,272,276,258
PUNJAB,2008,Road Accidents,2394,230,191,176,224,197,191,190,177,184,225,221,188
PUNJAB,2008,Rail-Road Accidents,15,1,1,1,2,1,1,3,2,1,0,0,2
PUNJAB,2008,Other Railway Accidents,860,66,72,66,49,52,73,73,85,71,77,82,94
PUNJAB,2008,Total,3269,297,264,243,275,250,265,266,264,256,302,303,284
PUNJAB,2009,Road Accidents,2684,225,237,214,221,191,238,209,206,217,236,256,234
PUNJAB,2009,Rail-Road Accidents,16,1,0,1,0,1,4,1,0,0,3,4,1
PUNJAB,2009,Other Railway Accidents,832,56,61,67,56,59,68,77,84,83,89,75,57
PUNJAB,2009,Total,3532,282,298,282,277,251,310,287,290,300,328,335,292
PUNJAB,2010,Road Accidents,2439,219,195,209,219,200,200,201,187,180,196,214,219
PUNJAB,2010,Rail-Road Accidents,14,0,1,2,1,1,4,2,2,0,1,0,0
PUNJAB,2010,Other Railway Accidents,949,68,66,79,67,76,78,100,83,74,102,77,79
PUNJAB,2010,Total,3402,287,262,290,287,277,282,303,272,254,299,291,298
PUNJAB,2011,Road Accidents,6496,517,602,531,536,510,521,522,536,491,585,572,573
PUNJAB,2011,Rail-Road Accidents,17,5,1,1,3,0,0,2,0,1,1,0,3
PUNJAB,2011,Other Railway Accidents,934,64,51,61,80,77,87,99,81,90,92,81,71
PUNJAB,2011,Total,7447,586,654,593,619,587,608,623,617,582,678,653,647
PUNJAB,2012,Road Accidents,6328,525,550,529,527,502,535,505,480,483,519,610,563
PUNJAB,2012,Rail-Road Accidents,13,2,1,0,1,0,0,2,0,2,1,2,2
PUNJAB,2012,Other Railway Accidents,940,65,63,76,75,91,98,83,84,76,73,74,82
PUNJAB,2012,Total,7281,592,614,605,603,593,633,590,564,561,593,686,647
RAJASTHAN,2001,Road Accidents,19999,1733,1678,1755,1750,1937,1778,1485,1606,1562,1626,1583,1506
RAJASTHAN,2001,Rail-Road Accidents,29,0,2,3,3,5,2,3,2,5,2,1,1
RAJASTHAN,2001,Other Railway Accidents,449,31,37,33,48,26,42,54,51,39,56,18,14
RAJASTHAN,2001,Total,20477,1764,1717,1791,1801,1968,1822,1542,1659,1606,1684,1602,1521
RAJASTHAN,2002,Road Accidents,20571,1506,1567,1707,1738,1978,1878,1747,1632,1836,1716,1696,1570
RAJASTHAN,2002,Rail-Road Accidents,17,2,1,2,1,1,1,1,2,2,1,1,2
RAJASTHAN,2002,Other Railway Accidents,232,15,19,12,12,26,29,25,18,27,23,15,11
RAJASTHAN,2002,Total,20820,1523,1587,1721,1751,2005,1908,1773,1652,1865,1740,1712,1583
RAJASTHAN,2003,Road Accidents,21933,1795,1664,1707,1762,2101,1967,1837,1779,1840,1977,1907,1597
RAJASTHAN,2003,Rail-Road Accidents,3,0,0,0,0,0,0,1,0,0,0,1,1
RAJASTHAN,2003,Other Railway Accidents,264,20,15,23,25,22,21,29,23,27,25,20,14
RAJASTHAN,2003,Total,22200,1815,1679,1730,1787,2123,1988,1867,1802,1867,2002,1928,1612
RAJASTHAN,2004,Road Accidents,23243,1933,1939,1999,2124,2161,2021,1815,1697,1944,1889,2057,1664
RAJASTHAN,2004,Rail-Road Accidents,13,1,3,3,0,3,0,1,1,0,1,0,0
RAJASTHAN,2004,Other Railway Accidents,278,17,15,25,18,39,22,26,26,27,27,19,17
RAJASTHAN,2004,Total,23534,1951,1957,2027,2142,2203,2043,1842,1724,1971,1917,2076,1681
RAJASTHAN,2005,Road Accidents,23115,1804,1715,1971,1964,2429,2123,1920,1844,1843,1920,2055,1527
RAJASTHAN,2005,Rail-Road Accidents,64,9,8,4,10,5,6,6,7,1,2,2,4
RAJASTHAN,2005,Other Railway Accidents,279,21,18,25,28,28,31,26,25,25,22,15,15
RAJASTHAN,2005,Total,23458,1834,1741,2000,2002,2462,2160,1952,1876,1869,1944,2072,1546
RAJASTHAN,2006,Road Accidents,23348,1948,1926,2052,2110,2438,1998,1901,1726,1776,1984,1855,1634
RAJASTHAN,2006,Rail-Road Accidents,30,1,1,5,0,6,1,8,1,6,1,0,0
RAJASTHAN,2006,Other Railway Accidents,257,18,19,22,36,15,15,17,23,19,34,24,15
RAJASTHAN,2006,Total,23635,1967,1946,2079,2146,2459,2014,1926,1750,1801,2019,1879,1649
RAJASTHAN,2007,Road Accidents,23885,2051,1918,2054,2252,2270,1931,1822,1935,1945,2018,2084,1605
RAJASTHAN,2007,Rail-Road Accidents,54,4,6,5,8,4,6,6,6,4,3,2,0
RAJASTHAN,2007,Other Railway Accidents,273,21,22,29,28,36,24,35,19,15,20,14,10
RAJASTHAN,2007,Total,24212,2076,1946,2088,2288,2310,1961,1863,1960,1964,2041,2100,1615
RAJASTHAN,2008,Road Accidents,23704,2020,1935,1872,2111,2243,1936,1856,1829,2132,2135,2055,1580
RAJASTHAN,2008,Rail-Road Accidents,16,2,1,3,1,0,0,1,3,0,2,1,2
RAJASTHAN,2008,Other Railway Accidents,324,12,19,31,26,33,22,33,32,42,29,22,23
RAJASTHAN,2008,Total,24044,2034,1955,1906,2138,2276,1958,1890,1864,2174,2166,2078,1605
RAJASTHAN,2009,Road Accidents,25114,1983,2014,2172,2235,2438,2285,2026,2033,2084,2121,2011,1712
RAJASTHAN,2009,Rail-Road Accidents,20,2,0,4,3,2,2,0,0,2,1,2,2
RAJASTHAN,2009,Other Railway Accidents,368,25,32,31,43,23,41,46,24,34,22,27,20
RAJASTHAN,2009,Total,25502,2010,2046,2207,2281,2463,2328,2072,2057,2120,2144,2040,1734
RAJASTHAN,2010,Road Accidents,24302,2074,2024,2138,2140,2298,2163,1974,1799,1782,1961,2090,1859
RAJASTHAN,2010,Rail-Road Accidents,21,0,2,2,2,5,3,1,2,2,0,0,2
RAJASTHAN,2010,Other Railway Accidents,328,20,21,22,33,36,35,34,25,30,29,19,24
RAJASTHAN,2010,Total,24651,2094,2047,2162,2175,2339,2201,2009,1826,1814,1990,2109,1885
RAJASTHAN,2011,Road Accidents,23245,2045,1881,2006,1986,2341,2026,1859,1821,1815,1906,1957,1602
RAJASTHAN,2011,Rail-Road Accidents,3,0,0,0,0,2,0,0,1,0,0,0,0
RAJASTHAN,2011,Other Railway Accidents,313,16,24,28,25,25,32,46,29,23,26,20,19
RAJASTHAN,2011,Total,23561,2061,1905,2034,2011,2368,2058,1905,1851,1838,1932,1977,1621
RAJASTHAN,2012,Road Accidents,22969,2048,1914,1972,1978,2116,2043,1972,1773,1670,1873,1913,1697
RAJASTHAN,2012,Rail-Road Accidents,7,0,0,0,2,0,0,0,1,0,1,3,0
RAJASTHAN,2012,Other Railway Accidents,341,24,28,21,32,22,38,32,35,24,31,28,26
RAJASTHAN,2012,Total,23317,2072,1942,1993,2012,2138,2081,2004,1809,1694,1905,1944,1723
SIKKIM,2001,Road Accidents,55,9,1,6,5,3,5,0,6,6,5,7,2
SIKKIM,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2001,Total,55,9,1,6,5,3,5,0,6,6,5,7,2
SIKKIM,2002,Road Accidents,351,43,23,50,11,34,40,29,17,25,24,24,31
SIKKIM,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2002,Total,351,43,23,50,11,34,40,29,17,25,24,24,31
SIKKIM,2003,Road Accidents,131,10,10,8,11,16,16,8,13,8,7,11,13
SIKKIM,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2003,Total,131,10,10,8,11,16,16,8,13,8,7,11,13
SIKKIM,2004,Road Accidents,159,8,15,12,8,15,22,11,7,11,25,11,14
SIKKIM,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2004,Total,159,8,15,12,8,15,22,11,7,11,25,11,14
SIKKIM,2005,Road Accidents,189,10,19,13,15,17,16,8,23,12,21,20,15
SIKKIM,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2005,Total,189,10,19,13,15,17,16,8,23,12,21,20,15
SIKKIM,2006,Road Accidents,39,4,5,6,1,3,1,3,3,1,3,6,3
SIKKIM,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2006,Total,39,4,5,6,1,3,1,3,3,1,3,6,3
SIKKIM,2007,Road Accidents,150,10,7,21,7,12,12,10,12,8,16,12,23
SIKKIM,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2007,Total,150,10,7,21,7,12,12,10,12,8,16,12,23
SIKKIM,2008,Road Accidents,196,13,28,16,10,8,13,6,26,13,26,25,12
SIKKIM,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2008,Total,196,13,28,16,10,8,13,6,26,13,26,25,12
SIKKIM,2009,Road Accidents,564,57,39,28,100,43,47,29,41,46,34,50,50
SIKKIM,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2009,Total,564,57,39,28,100,43,47,29,41,46,34,50,50
SIKKIM,2010,Road Accidents,186,16,17,18,19,11,18,15,11,18,10,21,12
SIKKIM,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2010,Total,186,16,17,18,19,11,18,15,11,18,10,21,12
SIKKIM,2011,Road Accidents,129,17,9,22,19,3,7,11,8,8,12,6,7
SIKKIM,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Total,129,17,9,22,19,3,7,11,8,8,12,6,7
SIKKIM,2012,Road Accidents,123,14,7,8,10,9,15,10,11,10,12,10,7
SIKKIM,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2012,Total,123,14,7,8,10,9,15,10,11,10,12,10,7
TAMIL NADU,2001,Road Accidents,51978,4174,4264,4724,4442,4465,4453,4370,4437,4378,3985,4261,4025
TAMIL NADU,2001,Rail-Road Accidents,617,60,56,45,33,49,64,44,54,50,68,49,45
TAMIL NADU,2001,Other Railway Accidents,5,1,1,1,0,0,0,0,0,1,0,0,1
TAMIL NADU,2001,Total,52600,4235,4321,4770,4475,4514,4517,4414,4491,4429,4053,4310,4071
TAMIL NADU,2002,Road Accidents,53503,4326,4300,4703,4788,4935,4609,4434,4523,4500,4273,3883,4229
TAMIL NADU,2002,Rail-Road Accidents,216,5,14,21,26,21,15,21,22,24,19,8,20
TAMIL NADU,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2002,Total,53719,4331,4314,4724,4814,4956,4624,4455,4545,4524,4292,3891,4249
TAMIL NADU,2003,Road Accidents,51025,4278,4114,4341,3928,4244,4378,4177,4337,4555,4397,3973,4303
TAMIL NADU,2003,Rail-Road Accidents,224,24,19,21,12,12,20,16,19,22,25,11,23
TAMIL NADU,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2003,Total,51249,4302,4133,4362,3940,4256,4398,4193,4356,4577,4422,3984,4326
TAMIL NADU,2004,Road Accidents,52508,4160,4252,4457,4421,4540,4495,4373,4696,4506,4282,4136,4190
TAMIL NADU,2004,Rail-Road Accidents,228,20,22,28,20,22,22,25,12,20,10,15,12
TAMIL NADU,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2004,Total,52736,4180,4274,4485,4441,4562,4517,4398,4708,4526,4292,4151,4202
TAMIL NADU,2005,Road Accidents,75480,9062,8705,9205,9006,9330,5691,4235,4158,4450,4082,3601,3955
TAMIL NADU,2005,Rail-Road Accidents,18,2,2,2,2,2,2,1,1,1,1,1,1
TAMIL NADU,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2005,Total,75498,9064,8707,9207,9008,9332,5693,4236,4159,4451,4083,3602,3956
TAMIL NADU,2006,Road Accidents,55145,4435,4322,4781,4808,5082,5029,4365,4891,4575,4320,4007,4530
TAMIL NADU,2006,Rail-Road Accidents,74,7,8,17,0,5,0,7,2,0,8,11,9
TAMIL NADU,2006,Other Railway Accidents,1558,139,111,139,131,135,166,146,160,151,86,89,105
TAMIL NADU,2006,Total,56777,4581,4441,4937,4939,5222,5195,4518,5053,4726,4414,4107,4644
TAMIL NADU,2007,Road Accidents,59117,4855,4527,4911,5348,5414,4978,4841,5320,4850,4758,4730,4585
TAMIL NADU,2007,Rail-Road Accidents,23,3,5,1,4,1,0,0,4,1,2,0,2
TAMIL NADU,2007,Other Railway Accidents,2454,205,199,204,200,225,183,221,202,205,225,175,210
TAMIL NADU,2007,Total,61594,5063,4731,5116,5552,5640,5161,5062,5526,5056,4985,4905,4797
TAMIL NADU,2008,Road Accidents,60409,4962,4626,5018,5465,5532,5087,4947,5436,4956,4862,4833,4685
TAMIL NADU,2008,Rail-Road Accidents,21,2,3,2,4,1,0,0,4,1,2,0,2
TAMIL NADU,2008,Other Railway Accidents,1572,132,127,131,128,144,117,142,129,131,144,112,135
TAMIL NADU,2008,Total,62002,5096,4756,5151,5597,5677,5204,5089,5569,5088,5008,4945,4822
TAMIL NADU,2009,Road Accidents,60794,4950,4802,4927,4956,5406,5241,4975,5227,5332,5288,4723,4967
TAMIL NADU,2009,Rail-Road Accidents,26,1,2,3,4,2,2,0,3,3,2,1,3
TAMIL NADU,2009,Other Railway Accidents,1613,137,129,141,131,136,131,137,122,127,153,118,151
TAMIL NADU,2009,Total,62433,5088,4933,5071,5091,5544,5374,5112,5352,5462,5443,4842,5121
TAMIL NADU,2010,Road Accidents,64996,5498,5199,5727,5663,6027,5393,5221,5367,5349,5426,5179,4947
TAMIL NADU,2010,Rail-Road Accidents,20,0,3,1,3,4,2,1,0,1,1,1,3
TAMIL NADU,2010,Other Railway Accidents,1814,156,156,149,133,144,172,140,148,150,153,164,149
